Test_1,Test_2,Test_3,Test_4
258,288,265,361
237,341,209,415
265,296,246,274
243,355,263,261
265,283,251,292
256,315,212,266
253,286,253,283
326,284,268,264
237,366,211,292
299,327,210,296
257,305,266,376
235,360,985,270
279,283,1083,268
248,318,210,266
316,376,948,262
287,312,1049,328
231,322,294,261
286,285,267,313
249,309,210,282
248,357,272,285
281,306,233,262
246,296,215,301
237,307,214,313
241,286,259,303
285,285,210,269
281,335,211,323
259,317,210,300
278,291,235,262
242,283,285,294
365,283,222,260
440,358,283,306
331,320,211,266
384,286,420,291
318,353,273,304
279,286,420,261
305,316,207,256
249,351,210,309
273,291,258,261
268,314,267,339
234,289,239,1122
242,317,210,263
340,294,215,343
237,300,253,305
238,349,210,307
411,326,285,297
302,294,262,286
329,330,240,296
277,281,213,257
254,354,277,289
351,290,255,263
304,358,237,255
254,286,240,287
246,337,210,337
247,328,291,262
308,319,254,285
229,308,216,266
276,287,236,255
241,316,210,259
242,278,269,336
253,314,208,315
252,286,265,255
322,323,210,328
258,286,369,293
238,324,208,261
302,289,302,313
288,311,266,295
282,285,274,258
228,285,211,307
1093,337,287,253
260,287,246,336
255,283,281,257
331,365,270,335
287,336,320,317
228,291,373,279
288,321,337,269
248,370,492,306
243,285,419,260
299,287,476,277
257,358,572,354
239,282,213,298
241,337,217,264
288,280,217,287
256,367,222,256
233,337,269,280
291,340,220,262
301,297,232,316
283,289,290,258
261,301,269,296
319,329,219,268
240,288,209,265
237,286,269,329
253,337,269,306
230,327,249,318
285,278,209,279
281,318,230,271
251,308,211,261
243,285,321,273
238,364,279,326
301,339,211,258
259,347,208,325
283,333,288,268
264,283,277,349
229,318,209,314
254,309,252,282
266,333,285,333
292,605,210,260
238,363,294,305
299,336,210,256
239,283,261,303
287,367,211,311
234,285,268,274
261,330,229,302
293,283,211,260
262,316,252,326
226,307,241,316
284,322,209,273
235,334,214,261
296,306,290,257
256,334,250,313
222,334,211,256
320,290,277,321
272,286,233,311
249,308,211,266
281,366,259,306
262,278,211,258
275,349,211,262
247,329,288,298
234,295,267,315
238,313,212,313
319,284,258,270
292,340,209,254
254,292,286,255
267,326,248,292
237,286,247,267
419,339,212,298
314,327,211,265
370,278,241,309
259,333,210,295
264,288,264,253
345,340,230,262
230,313,210,323
249,283,211,287
300,328,262,263
233,287,210,314
235,341,288,310
236,333,238,265
268,310,209,268
368,279,212,335
430,348,263,287
348,291,265,261
238,317,226,251
304,316,258,308
269,286,250,307
272,364,269,258
295,296,208,325
248,285,278,305
240,347,216,263
283,281,236,267
244,318,243,313
233,285,209,294
272,317,256,252
321,277,209,316
232,329,235,264
258,292,211,312
229,335,221,277
312,297,283,260
243,283,267,261
280,285,255,274
234,359,268,270
305,349,232,259
242,287,209,318
305,339,218,311
290,318,284,256
236,279,242,289
238,342,214,268
238,327,253,255
284,294,218,339
283,325,213,326
278,326,261,291
246,282,247,271
236,282,210,335
287,343,207,295
285,280,287,258
245,361,252,323
247,332,213,284
299,283,245,254
254,283,285,262
249,373,270,309
227,293,208,302
265,316,273,268
361,366,224,273
241,293,268,327
339,286,211,291
302,355,252,252
255,284,210,339
259,322,270,264
350,287,208,272
300,374,275,328
257,313,264,384
284,284,212,269
249,368,210,451
302,296,271,375
235,357,265,297
306,298,213,297
266,281,233,260
258,364,218,292
260,283,222,272
265,344,210,269
322,404,285,260
266,325,209,290
243,322,260,324
265,310,214,270
241,297,232,378
240,283,298,436
225,327,212,328
327,325,211,384
290,381,241,324
231,284,211,281
240,335,288,262
262,299,242,271
392,340,254,314
271,359,244,256
255,314,212,264
265,306,275,398
230,285,210,268
273,315,263,292
262,290,265,317
252,283,218,278
251,352,211,272
228,348,282,313
292,285,252,259
247,279,209,329
250,312,265,301
313,383,209,522
266,314,253,288
234,284,240,282
299,341,212,265
261,328,269,291
223,276,211,309
307,354,282,324
301,291,242,288
251,338,208,254
245,331,249,325
490,286,268,320
244,283,214,257
315,282,286,1076
414,317,208,334
269,288,221,293
368,356,258,1068
470,287,211,266
268,328,268,275
313,297,268,349
269,332,227,294
268,289,209,300
313,310,263,282
231,1292,206,254
242,316,210,264
287,292,287,297
396,281,268,268
355,364,211,311
295,341,255,272
251,296,288,265
258,282,254,272
285,313,248,261
273,321,212,314
272,292,248,280
229,307,210,274
246,354,255,255
232,279,283,291
311,287,234,261
319,358,212,316
250,341,211,310
296,281,267,266
279,310,245,313
272,287,210,275
276,348,276,336
312,347,230,299
235,317,230,255
239,295,226,296
319,304,293,282
238,332,211,266
267,313,274,315
315,296,258,264
1041,281,207,285
249,282,212,315
289,320,266,263
257,285,251,297
286,357,241,260
250,325,211,294
235,287,224,347
280,327,282,300
323,282,256,282
262,336,211,270
242,291,268,266
233,356,207,334
307,285,268,312
296,329,244,256
286,322,234,260
276,284,212,327
255,290,258,295
255,335,222,263
324,286,209,306
236,299,259,315
294,323,221,309
291,299,212,269
241,331,212,285
471,281,250,259
320,279,264,254
303,343,210,316
287,279,213,281
232,280,289,262
228,354,271,333
289,352,243,269
272,318,212,320
264,290,253,262
275,351,219,285
243,338,255,308
258,301,215,358
242,330,310,316
260,279,207,313
231,327,245,271
239,340,211,326
305,282,245,287
236,328,225,255
294,311,229,263
248,285,283,327
245,325,227,284
288,305,210,255
251,281,216,326
248,324,280,280
257,292,212,288
277,338,254,265
244,282,252,267
269,334,215,307
270,347,260,264
239,382,277,343
234,337,210,330
283,284,286,256
251,333,234,291
279,363,249,289
338,321,212,264
238,282,230,284
272,341,302,260
242,337,212,302
327,298,210,270
242,284,224,277
305,292,287,331
247,305,211,261
243,282,275,256
223,383,950,263
306,307,245,331
265,294,284,253
392,343,215,295
346,320,213,258
296,287,283,331
344,295,273,311
315,354,208,263
255,289,242,330
230,285,212,309
244,335,294,257
296,287,210,338
244,348,212,326
250,286,310,260
245,340,261,310
332,291,212,273
386,357,210,315
431,325,280,298
309,343,274,327
267,287,210,302
245,362,266,274
303,320,212,268
275,300,213,257
326,354,298,314
275,312,276,269
239,293,276,311
245,344,217,300
247,285,304,260
227,348,269,259
233,282,253,306
303,345,209,265
263,297,208,283
237,328,239,274
294,330,236,257
249,358,287,315
285,291,210,267
285,330,240,298
231,337,301,255
294,280,263,312
263,314,207,258
229,378,293,265
247,284,226,319
491,298,284,327
488,287,209,304
281,355,214,256
237,291,213,261
499,310,286,311
293,359,244,293
281,278,248,306
240,328,211,270
266,324,211,530
239,299,284,330
260,286,276,264
283,315,209,298
266,286,212,291
290,311,257,464
260,362,209,303
250,284,270,272
292,294,271,313
224,291,451,327
297,360,255,265
244,280,211,290
335,304,209,329
289,333,264,317
243,286,238,312
238,342,212,294
312,324,250,261
325,280,211,300
282,333,285,257
235,347,267,315
283,309,209,264
237,299,245,274
334,283,210,328
260,276,257,261
316,344,263,312
333,353,216,294
284,293,268,265
239,317,209,331
245,283,238,279
280,564,209,266
253,326,254,335
234,317,212,260
255,281,247,264
311,329,258,307
242,279,210,263
239,361,284,287
267,329,258,361
313,281,290,265
282,285,230,307
264,331,253,264
276,291,216,258
251,280,262,266
249,348,210,316
298,330,267,311
261,565,208,265
244,303,231,318
236,357,214,284
275,377,263,282
234,286,208,274
307,342,267,292
255,338,212,298
287,296,269,261
246,304,241,312
230,284,217,262
241,282,249,284
267,343,210,258
241,345,228,335
264,344,212,292
274,280,258,270
226,299,219,260
240,319,210,324
242,383,233,318
287,306,209,262
260,284,270,294
264,290,210,254
246,345,281,260
245,282,273,314
312,298,212,270
439,360,246,260
291,280,265,330
340,280,214,259
326,360,276,285
490,286,235,260
400,373,209,265
394,340,211,313
242,345,208,271
288,275,266,259
380,328,239,309
247,286,219,271
251,334,282,283
254,343,213,262
254,291,260,302
435,323,243,327
392,286,209,288
309,281,251,325
267,342,253,266
228,282,208,266
283,284,424,300
347,351,209,313
278,286,294,325
306,331,210,262
240,296,267,270
235,416,238,318
295,284,210,297
303,316,276,262
241,284,257,315
269,327,211,269
246,282,268,337
235,347,213,293
259,286,276,261
289,365,273,316
247,311,211,262
228,283,263,261
290,325,209,329
261,334,245,299
248,280,247,261
265,389,214,289
261,349,213,267
256,319,278,270
249,318,244,321
285,279,230,294
242,282,214,274
246,338,245,264
302,282,283,285
246,369,213,261
271,331,220,306
1150,284,270,269
246,347,251,502
288,284,272,265
237,293,257,271
250,388,266,306
302,317,211,300
276,328,274,283
250,279,271,270
306,281,209,255
242,333,209,260
246,307,276,292
243,325,255,319
348,290,214,271
258,369,268,287
334,327,244,518
259,294,225,263
230,337,208,508
230,309,248,305
313,283,211,279
267,279,211,298
280,378,268,258
275,345,236,331
286,357,228,338
252,291,270,281
329,284,248,384
294,351,212,270
237,294,262,278
311,385,208,287
283,342,208,253
248,323,310,318
227,318,271,291
294,284,212,263
269,297,254,265
246,290,214,283
243,348,253,276
289,291,206,301
231,284,290,301
242,1268,275,300
293,343,211,250
296,314,261,267
265,284,210,354
231,291,258,307
285,289,230,312
239,323,230,263
299,308,212,322
295,279,214,260
257,347,253,317
231,318,209,292
304,301,244,251
262,331,211,316
222,281,253,269
296,323,208,262
259,293,247,316
239,345,219,252
275,577,273,325
255,330,225,282
249,322,209,258
311,279,223,281
293,275,209,310
287,332,266,251
273,306,244,317
276,285,214,286
254,280,242,268
294,339,218,1191
263,330,271,257
233,314,264,265
309,294,213,322
407,298,237,285
375,279,211,259
455,344,209,324
359,310,267,251
283,282,258,325
241,281,212,263
263,365,243,292
240,279,211,262
246,359,220,318
247,290,273,273
379,347,267,313
328,338,209,273
248,282,260,254
238,300,209,301
477,292,285,255
290,318,291,285
285,296,249,257
257,281,212,317
282,483,260,264
239,282,209,300
309,311,256,260
278,363,269,269
243,296,213,283
240,282,209,298
271,360,214,259
238,291,274,247
251,337,364,289
282,286,223,353
292,330,285,261
296,279,210,317
242,280,291,266
241,371,290,326
236,365,254,283
313,342,222,252
241,283,267,285
291,314,229,252
503,289,216,323
245,347,213,301
296,286,210,261
264,346,239,286
259,336,297,256
1084,310,211,273
248,345,209,348
249,275,278,318
291,301,235,311
231,336,264,292
304,300,232,251
430,311,211,306
251,283,422,306
250,279,254,306
318,284,229,260
294,367,216,263
244,337,227,304
278,307,432,253
243,287,246,284
319,290,211,341
386,326,208,248
285,284,296,295
262,328,288,258
318,290,252,264
328,326,252,351
286,278,249,260
281,362,246,331
279,338,272,295
255,282,209,257
340,333,269,303
256,319,232,359
280,297,212,313
300,285,210,315
239,340,272,310
291,377,212,262
337,340,254,261
311,277,209,305
260,361,335,260
245,283,210,308
298,347,267,256
290,319,253,334
246,283,208,251
232,318,290,256
301,283,242,305
264,315,208,369
268,283,272,312
243,413,210,267
248,369,254,295
275,292,210,259
250,320,240,324
243,279,210,258
312,364,268,296
225,289,234,257
296,345,211,251
239,282,211,519
296,349,282,325
331,320,240,318
251,286,209,287
298,357,251,268
284,323,209,264
251,287,210,296
282,361,282,257
297,281,240,253
326,342,211,305
258,279,249,330
236,371,209,285
567,355,263,275
304,337,212,252
235,283,248,282
260,329,223,253
319,324,211,258
234,282,236,274
293,603,231,333
285,321,211,255
380,293,244,272
278,340,208,268
328,280,209,263
430,333,210,267
321,300,287,324
385,329,287,296
414,457,209,264
248,337,299,257
243,320,211,276
287,324,266,252
284,310,262,342
240,297,209,252
320,294,274,295
388,294,210,302
255,339,249,264
320,291,258,301
239,286,216,274
227,333,208,265
280,310,208,254
332,288,275,323
269,307,241,270
324,280,240,248
472,313,232,260
239,365,296,323
267,289,215,265
237,373,257,293
289,337,214,343
267,284,213,276
245,324,276,280
264,334,251,257
241,289,210,300
244,279,260,335
265,333,243,301
241,561,212,275
323,333,260,263
272,284,209,316
253,295,211,269
245,347,307,332
278,294,268,297
287,325,215,308
290,293,209,256
242,303,299,293
268,357,254,253
308,315,265,290
288,284,210,261
242,321,211,314
268,280,263,270
246,277,335,300
243,320,207,265
299,569,265,311
251,293,261,257
298,365,213,260
253,327,265,317
304,282,226,252
273,285,209,313
241,339,287,334
273,289,208,261
272,330,208,288
303,280,261,277
273,332,229,259
241,306,280,306
251,280,211,252
237,312,212,293
280,299,212,250
291,306,273,339
276,311,208,258
289,285,290,306
278,339,269,262
250,330,209,259
329,278,208,297
281,339,276,304
283,287,247,268
262,346,210,332
251,283,270,358
307,313,209,308
247,316,264,269
274,333,211,257
253,285,244,288
286,322,207,265
245,288,208,290
244,321,275,262
294,281,256,301
296,279,217,262
246,294,269,316
245,346,209,256
256,316,251,354
259,285,209,285
249,342,247,339
261,312,208,295
252,282,270,263
282,353,211,303
268,319,245,261
286,274,259,316
278,332,207,261
244,325,257,312
261,303,210,285
314,293,225,520
246,302,209,260
274,282,305,285
247,278,211,256
274,368,245,274
265,287,209,268
243,331,214,320
292,284,282,265
253,336,254,263
251,288,211,294
308,344,211,260
247,284,287,290
273,336,207,251
365,297,263,310
415,321,245,324
318,334,247,286
405,284,210,262
333,380,213,264
264,284,262,280
335,339,249,339
283,335,214,525
246,287,207,293
360,339,269,286
411,306,220,265
242,344,207,258
327,331,284,315
249,287,267,308
246,340,210,296
315,324,210,261
294,314,268,327
231,309,254,295
315,284,210,258
240,314,245,310
244,286,212,263
292,295,226,303
286,351,211,264
293,300,314,304
268,302,232,267
247,318,217,313
262,284,244,286
320,336,221,263
247,279,284,257
304,354,225,309
272,344,286,260
322,316,259,283
309,294,234,263
292,303,241,289
299,329,253,255
292,304,208,296
341,348,253,267
243,317,210,348
293,290,212,283
1040,334,269,331
269,313,230,262
245,292,209,262
261,332,283,290
277,397,210,342
255,350,269,262
268,325,252,288
233,290,213,298
236,344,268,297
318,307,261,329
301,321,223,299
269,285,208,254
285,287,211,262
303,307,211,303
269,367,272,262
281,313,270,262
240,295,261,338
270,336,211,317
341,284,262,302
526,354,235,254
273,282,208,308
244,370,237,262
283,336,210,320
241,319,247,266
326,289,259,314
286,293,438,262
241,333,209,309
295,324,209,264
248,332,249,298
239,299,285,261
296,287,244,300
278,280,223,299
238,320,289,264
298,295,228,319
282,297,274,274
298,325,255,306
256,304,256,264
240,352,257,300
289,569,252,255
259,284,207,330
246,323,209,403
305,288,266,349
238,326,207,314
250,308,243,274
305,289,208,265
316,337,266,280
248,349,228,301
235,299,230,261
300,330,208,250
280,277,249,351
250,573,206,320
313,309,329,303
275,362,281,320
238,287,211,304
283,326,211,262
226,321,225,343
242,298,285,319
242,358,425,302
322,290,236,252
287,289,232,313
238,347,210,263
307,336,237,310
273,295,208,340
325,310,232,262
249,355,211,315
281,317,210,281
279,413,242,264
250,287,263,263
263,309,218,300
309,346,280,298
360,288,250,294
287,306,212,309
414,418,243,259
355,285,209,260
255,379,270,312
317,283,223,279
245,322,211,263
290,291,250,316
343,297,210,263
291,343,281,252
245,326,242,303
248,289,209,314
248,364,237,259
445,285,294,271
317,335,279,260
278,274,208,290
252,324,211,257
309,288,278,341
284,313,267,337
237,333,266,300
277,291,234,254
243,323,263,301
277,332,284,342
247,299,240,337
239,345,207,256
236,289,257,322
303,340,208,261
275,290,217,335
242,339,240,289
254,323,334,254
248,321,238,292
241,299,210,276
301,332,251,258
270,284,216,306
283,313,260,265
249,312,288,312
327,1228,246,260
292,289,210,262
281,367,217,314
242,325,264,248
245,289,211,321
283,315,264,307
282,283,208,307
245,291,249,254
262,366,282,306
273,336,235,277
243,285,209,261
252,323,281,312
249,311,254,258
253,306,209,316
304,310,286,265
237,290,239,279
278,286,210,263
250,305,268,307
271,287,209,257
249,351,208,295
288,288,263,264
239,274,212,335
239,342,211,271
267,319,292,297
333,278,277,252
316,288,274,298
253,325,255,261
305,320,266,260
296,284,247,274
290,324,209,335
262,318,209,254
298,285,282,285
263,355,210,258
263,288,291,263
304,330,249,316
271,338,210,268
266,343,283,255
240,557,257,338
251,284,265,290
245,338,212,323
248,286,207,374
312,340,277,260
306,331,261,264
247,310,266,321
267,289,233,336
343,284,229,254
291,366,207,253
257,332,258,311
268,293,214,285
243,281,284,272
318,361,223,257
254,284,293,292
324,339,273,275
279,313,262,263
274,307,263,273
243,281,247,328
243,325,213,262
290,368,251,278
250,333,215,253
237,305,300,255
295,295,269,294
307,354,210,265
255,332,281,326
311,341,262,290
261,285,252,259
241,340,257,293
261,311,213,326
283,291,266,272
275,318,210,296
239,307,262,278
305,357,207,333
257,283,251,260
276,342,224,264
268,288,213,313
360,345,248,250
392,321,210,255
345,295,252,305
300,342,209,287
242,340,235,295
244,292,230,262
282,280,211,259
269,334,262,272
320,311,215,346
248,427,284,265
251,291,261,255
261,291,211,305
385,322,254,252
288,282,229,267
346,348,215,347
445,329,283,263
284,389,214,296
278,309,277,269
323,279,260,260
263,288,211,303
322,325,209,316
243,315,287,295
241,298,264,257
244,287,209,254
246,351,285,330
316,324,214,298
245,289,210,309
300,337,298,261
256,315,279,271
288,326,211,326
276,290,214,260
281,632,306,258
353,347,246,302
266,341,303,261
348,287,251,303
300,338,210,254
296,293,267,311
304,309,261,261
303,303,210,311
270,575,208,261
507,278,271,289
239,312,259,341
326,315,211,265
238,376,241,260
311,296,213,324
301,340,208,283
303,395,284,256
275,290,246,304
240,332,208,272
270,342,267,283
342,327,207,604
246,343,284,313
294,323,248,256
261,569,210,259
286,324,212,305
305,302,273,296
258,314,255,276
277,366,207,256
298,293,248,289
278,291,211,262
260,312,259,314
240,296,212,275
241,337,276,276
304,296,255,262
277,334,209,254
268,299,251,326
239,293,227,283
233,285,263,283
289,296,283,252
272,302,209,277
239,353,243,263
257,323,211,298
304,322,272,288
274,284,241,251
268,299,210,262
281,353,299,323
231,296,271,252
258,316,214,311
329,281,242,330
246,325,302,297
278,284,224,289
281,337,295,263
252,320,215,318
238,282,213,268
277,308,264,316
230,287,214,289
294,307,257,262
289,358,268,268
289,339,211,256
247,303,265,251
314,282,273,330
236,341,227,331
290,306,211,262
227,277,209,292
297,331,274,271
285,288,213,292
304,314,290,256
289,327,269,302
244,289,208,287
238,308,282,290
297,292,239,288
292,284,215,249
229,294,273,294
266,365,210,261
298,352,274,259
280,330,214,323
260,341,250,281
287,344,268,262
404,289,269,301
302,344,257,304
360,399,211,264
254,290,213,356
407,338,268,309
337,294,261,262
239,286,222,298
276,289,255,269
265,345,209,307
253,334,239,295
254,290,313,255
255,336,213,290
425,291,264,253
244,283,210,257
234,301,246,325
307,389,213,300
410,314,258,300
472,286,212,279
281,327,289,315
378,295,247,262
296,346,210,256
288,286,209,318
320,323,291,321
295,337,252,279
240,290,210,260
245,288,264,254
239,319,237,293
242,312,209,258
282,284,212,331
242,365,247,272
278,344,210,297
305,284,208,325
308,325,224,252
302,290,294,328
271,353,237,288
253,288,210,252
488,330,216,320
258,341,287,254
309,307,250,305
252,287,212,266
472,344,211,338
297,324,284,253
247,307,239,260
285,284,209,319
272,324,248,400
244,290,240,303
256,330,210,254
242,310,208,292
257,290,233,253
285,316,210,317
300,292,246,327
261,343,212,284
254,284,251,275
297,333,210,251
288,289,270,259
285,363,247,256
325,290,213,303
235,355,276,263
1164,307,287,337
283,355,424,291
327,347,274,261
301,324,212,264
269,318,212,327
229,302,263,259
282,285,258,300
256,308,209,252
295,357,289,329
256,286,262,289
268,292,245,254
333,358,238,316
298,329,263,265
272,282,222,299
274,332,257,265
292,290,247,259
330,290,210,346
243,325,207,306
295,320,210,250
280,296,227,286
237,283,305,270
269,333,209,302
325,321,238,254
241,282,209,309
266,279,211,263
285,324,288,311
238,329,261,281
278,290,211,302
263,327,242,353
290,291,210,349
294,555,282,362
253,299,242,259
278,336,211,252
290,315,264,311
251,289,212,289
293,330,252,260
245,283,248,257
249,293,209,317
250,343,282,292
331,320,211,254
289,290,281,334
233,286,221,354
264,329,275,260
287,377,251,306
244,321,211,332
280,287,256,249
293,345,248,314
241,281,217,285
284,283,209,255
379,326,258,310
425,390,211,251
332,331,210,264
297,344,243,276
337,402,306,348
284,307,251,259
256,331,211,256
241,286,243,330
702,341,211,298
296,281,274,263
253,294,208,302
260,366,251,296
264,304,212,349
371,379,230,328
324,342,211,263
275,287,213,308
445,288,313,256
253,354,265,278
278,334,208,294
315,343,262,343
288,282,251,293
298,340,215,335
246,333,255,306
277,286,214,254
291,328,283,300
321,282,215,258
249,321,212,344
241,285,241,317
292,324,212,317
369,329,208,322
305,338,224,302
246,331,279,253
262,286,253,368
313,337,212,290
282,307,242,264
254,286,214,283
273,321,253,317
247,1279,206,289
299,289,271,288
237,320,210,276
271,279,287,263
269,312,223,253
263,287,270,259
258,340,285,306
242,318,280,252
302,281,284,284
267,296,247,263
234,336,209,345
241,324,279,540
289,288,985,313
284,285,209,294
260,286,257,1015
308,344,267,279
276,320,209,259
245,327,264,255
268,289,212,290
281,1229,249,300
232,278,243,513
295,379,210,338
285,358,212,311
242,344,253,292
234,326,209,265
287,286,281,348
246,334,212,265
291,284,262,319
265,378,210,320
281,349,293,275
229,301,283,309
244,277,284,272
302,360,210,319
273,340,276,305
240,307,211,262
285,284,245,285
248,341,407,257
297,282,244,260
230,333,209,276
242,313,256,326
318,296,214,279
297,330,230,257
245,311,303,286
275,283,228,257
319,312,277,307
278,279,245,264
238,359,208,265
291,295,241,312
235,324,212,297
245,312,246,287
238,295,265,258
324,328,212,326
316,322,295,280
269,344,208,285
239,290,253,303
293,351,267,270
240,345,254,311
312,279,210,262
300,351,292,329
254,285,212,306
266,330,219,336
338,281,289,321
262,345,258,326
322,336,209,257
245,282,243,358
300,313,212,281
258,288,273,331
300,323,251,265
251,281,211,280
378,280,252,262
351,356,214,259
400,324,266,316
294,282,268,292
321,372,209,253
246,336,210,282
356,285,283,257
310,346,264,261
284,285,210,305
343,361,264,302
315,320,215,279
244,278,272,263
325,338,210,313
324,418,295,264
278,375,249,293
271,334,212,256
246,347,253,295
308,281,209,271
287,363,210,299
302,475,286,289
238,426,272,260
232,541,248,309
285,507,207,258
285,593,208,310
284,526,253,255
243,348,217,323
253,326,284,280
686,285,254,296
246,336,212,265
253,306,208,258
229,304,258,333
274,284,247,310
285,366,213,259
257,327,250,328
257,373,209,258
329,343,247,314
290,335,301,311
257,298,210,261
293,360,266,316
256,282,220,275
299,352,231,259
305,341,210,299
311,288,264,296
244,356,264,308
302,292,253,259
238,351,209,311
292,334,207,262
234,294,246,266
260,323,244,299
322,324,211,319
280,283,256,274
295,346,211,292
243,323,241,272
239,285,208,267
303,315,288,264
264,289,281,258
233,300,254,327
232,350,212,259
292,277,247,324
260,341,210,311
272,354,247,258
320,325,263,305
296,291,242,288
284,286,211,323
230,316,213,255
467,289,266,329
269,337,222,268
449,326,208,320
225,285,268,280
304,323,210,266
242,333,287,286
309,327,249,286
275,291,224,293
258,334,283,251
319,312,242,273
260,292,209,256
277,371,243,346
278,356,209,288
243,359,212,303
276,292,271,266
255,345,246,263
445,297,210,310
321,320,209,275
246,338,268,254
314,323,229,302
313,336,213,261
278,286,261,261
249,289,289,335
317,376,260,277
295,365,269,268
296,364,208,336
271,285,232,267
238,338,212,338
274,280,298,388
295,343,252,436
331,280,243,334
312,330,225,320
264,339,268,313
273,346,226,320
231,328,246,310
260,296,222,328
233,308,224,255
454,364,215,268
409,332,285,268
313,337,238,255
361,281,213,292
338,345,237,261
247,334,210,255
368,327,287,343
268,348,240,297
260,332,213,331
385,324,292,303
231,286,215,256
292,289,267,309
292,336,241,315
296,318,211,253
284,278,281,264
421,375,265,323
300,335,246,517
299,343,214,301
231,286,241,258
264,345,209,532
261,316,289,321
245,290,232,265
244,407,209,296
442,283,287,289
302,316,268,252
279,369,286,341
241,278,274,271
263,281,209,297
273,357,274,283
274,319,208,269
267,285,286,284
234,323,254,1096
236,286,217,308
225,286,286,265
307,366,251,308
277,315,211,299
234,358,266,258
283,287,208,325
1021,300,274,263
272,378,253,313
241,296,249,314
1092,334,210,261
240,322,298,261
290,360,272,319
285,341,264,263
246,1279,210,291
313,298,255,258
240,343,246,345
225,331,209,305
240,285,281,258
260,356,260,317
326,275,209,264
229,303,243,315
282,303,211,264
248,288,212,295
369,287,233,267
292,326,287,307
236,287,281,257
321,331,211,316
296,279,260,278
289,302,224,261
279,291,257,367
235,357,208,283
229,317,256,263
288,376,281,265
250,292,256,329
254,357,248,268
309,319,212,283
322,286,277,254
281,304,263,309
264,318,245,282
331,328,213,262
280,293,210,263
224,318,235,331
227,288,265,299
241,281,211,260
330,329,264,264
277,313,233,300
235,291,256,253
317,343,214,312
292,303,286,261
276,343,269,318
339,315,209,322
231,282,252,305
250,281,213,260
317,353,264,276
291,324,210,263
288,1274,277,318
249,279,269,258
282,285,211,296
280,335,249,261
305,569,249,305
240,331,211,266
294,283,232,265
230,287,283,332
304,382,209,294
236,352,295,305
297,321,211,288
258,286,284,263
315,291,264,286
279,333,212,259
260,312,263,300
250,285,243,297
376,357,208,347
388,546,281,343
435,336,208,398
340,304,208,261
236,316,288,251
259,290,280,273
320,582,271,325
285,296,242,324
236,356,210,318
250,364,255,261
348,291,268,262
234,344,223,271
317,325,229,333
415,351,241,296
250,361,213,261
315,323,244,266
279,324,236,313
269,353,251,300
230,322,251,290
311,293,208,256
233,322,263,320
275,284,243,264
281,318,211,325
291,307,267,264
261,286,209,255
238,324,248,358
294,337,211,277
273,357,261,329
233,284,211,261
272,370,272,297
246,369,320,263
296,325,253,311
270,288,209,273
238,288,270,285
298,369,251,251
240,338,253,297
301,349,247,265
258,325,212,321
241,337,293,266
229,279,211,300
289,579,236,287
284,327,297,264
238,285,216,302
295,318,249,263
297,571,210,332
249,286,241,301
326,350,212,313
283,313,265,267
225,283,244,314
311,289,209,280
240,358,209,261
303,338,257,306
293,306,212,262
294,289,250,308
339,290,210,300
287,319,255,252
266,325,211,266
257,368,264,291
244,331,229,346
314,326,212,311
271,294,269,263
246,299,244,345
277,297,236,300
286,343,251,315
248,344,270,268
228,313,235,265
278,367,210,318
287,291,285,264
231,287,258,335
306,359,267,301
237,334,210,260
306,315,252,262
273,334,284,333
237,284,210,257
236,314,287,329
298,308,242,256
256,309,210,334
245,371,255,305
305,284,249,261
289,338,254,330
283,324,279,310
282,290,234,263
283,304,257,349
243,286,212,336
238,286,252,257
294,344,212,325
253,297,284,309
345,346,243,278
322,294,246,268
287,357,251,257
334,295,311,278
307,320,209,301
287,287,209,264
283,320,262,255
227,372,245,328
228,285,237,279
298,361,211,263
372,291,210,264
416,344,287,260
237,308,258,346
321,357,212,309
284,293,263,312
330,289,230,267
298,320,210,254
294,355,228,340
298,314,212,324
255,290,268,363
348,290,251,314
245,351,311,301
283,288,265,255
463,336,232,278
295,338,225,260
287,323,211,287
346,290,276,263
252,290,210,321
255,352,269,306
306,311,369,316
275,293,238,261
246,373,212,266
313,331,208,297
277,333,292,355
236,294,247,259
231,305,250,313
301,311,209,309
310,308,213,277
244,310,211,261
246,346,267,330
298,379,290,318
229,327,249,280
279,358,210,315
297,313,259,261
292,325,264,307
240,293,212,311
247,336,239,331
1081,342,210,264
269,301,293,332
340,312,210,260
285,299,287,295
318,331,261,261
274,286,311,261
235,324,264,346
248,296,277,304
230,318,240,257
286,365,226,317
336,288,209,255
281,358,276,301
314,322,243,259
236,325,211,267
283,308,255,322
283,283,211,303
237,336,226,306
283,296,284,263
252,286,249,267
231,358,208,292
258,345,257,295
318,337,303,258
235,286,211,299
235,367,245,309
310,340,212,265
262,345,256,261
239,326,276,291
293,323,231,350
277,294,209,261
231,337,269,313
297,333,251,313
290,307,247,285
235,358,213,256
237,339,250,294
300,289,280,294
287,317,253,263
243,327,300,310
283,285,242,261
283,353,259,310
293,297,284,307
223,377,250,303
272,333,305,284
287,291,244,255
262,327,266,315
273,365,254,260
275,299,302,306
224,332,210,260
299,342,212,271
328,330,252,329
298,284,286,288
226,289,210,273
295,356,220,322
248,357,227,313
284,334,287,261
233,283,269,322
294,330,211,303
303,314,277,263
241,286,211,261
273,332,241,314
227,285,212,316
284,305,299,293
271,351,207,330
233,289,259,285
337,286,281,257
